"Pārvadātas kravas ar autotransportu, tūkst. tonnu – Satiksmes veids, Pārvadājumu veids un Laika periods"

"Satiksmes veids";"Pārvadājumu veids";"2019Q1";"2019Q2";"2019Q3";"2019Q4";"2020Q1";"2020Q2";"2020Q3";"2020Q4";"2021Q1";"2021Q2";"2021Q3";"2021Q4";"2022Q1";"2022Q2";"2022Q3";"2022Q4";"2023Q1";"2023Q2"
"PAVISAM";"Pavisam ar Latvijā reģistrētu autotransportu";14672.7;19109.2;21328.5;18644.3;14368.0;19676.6;19674.0;21986.7;16754.7;20894.9;24650.0;19302.5;18189.1;19610.1;23948.8;19199.8;16038.9;18053.3
